experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
001_dhs_signal_weighted	0.7242	0.8173	0.8007	0.7819	0.7238	0.8170	0.7611	0.6781	0.8496	0.7895	0.7106	0.6872	0.7564	0.8175	953.5	DHS Index sampled by mean_signal (proxy for dhs_topic)
002_dhs_breadth_weighted	0.7152	0.8045	0.7820	0.7891	0.7147	0.8044	0.7238	0.6908	0.8582	0.7850	0.7020	0.6727	0.7004	0.8053	962.2	DHS Index sampled by numsamples (breadth across 733 biosamples)
003_dhs_signal_breadth_mixture	0.7327	0.8244	0.8048	0.7962	0.7324	0.8241	0.7618	0.6984	0.8685	0.8019	0.7192	0.6929	0.7469	0.8251	933.0	50% mean_signal + 50% numsamples weighted DHS
004_dhs_mix_synth20	0.6977	0.7874	0.7652	0.7687	0.6973	0.7870	0.7054	0.6775	0.8365	0.7614	0.6846	0.6580	0.6887	0.7881	951.0	40% signal + 40% breadth + 20% i.i.d. random ACGT
005_dhs_component_stratified_mix	0.6946	0.7852	0.7644	0.7535	0.6943	0.7849	0.7193	0.6489	0.8158	0.7620	0.6818	0.6558	0.7078	0.7856	562.0	16-NMF-component stratified, signal+breadth mix within each
006_dhs_mix_multiplicative	0.7028	0.7926	0.7706	0.7727	0.7024	0.7921	0.7209	0.6506	0.8400	0.7679	0.6894	0.6616	0.7086	0.7936	1344.0	weight = mean_signal * log(1+numsamples), single draw (multiplicative)
007_dhs_conservation_weighted	0.6846	0.7745	0.7607	0.7214	0.6844	0.7753	0.7257	0.6589	0.7814	0.7507	0.6735	0.6534	0.7369	0.7746	564.5	pure mean-phyloP100way weighted DHS, 200bp summit window, max(0.01, score)
008_dhs_ccre_functional_filtered	0.7269	0.8188	0.7980	0.7974	0.7264	0.8186	0.7419	0.7021	0.8696	0.7960	0.7131	0.6858	0.7248	0.8196	1265.0	003 mix restricted to DHS overlapping ENCODE cCRE PLS/pELS/dELS
009_dhs_signal_breadth_multiwindow	0.6994	0.7902	0.7694	0.7688	0.6992	0.7899	0.7198	0.6342	0.8366	0.7487	0.6865	0.6608	0.7070	0.7905	858.0	25K elements via 003 recipe, 2 windows each (summit-centered + shifted +100bp)
010_dhs_signal_breadth_ccremaxz_3axis	0.7179	0.8089	0.7908	0.7861	0.7175	0.8089	0.7439	0.6785	0.8545	0.7874	0.7049	0.6802	0.7318	0.8095	971.0	003 + cCRE maxZ as third additive axis (16667 each, disjoint)
011_dhs_signal_breadth_70_30	0.7383	0.8316	0.8145	0.7988	0.7380	0.8316	0.7751	0.7041	0.8702	0.8103	0.7250	0.7005	0.7644	0.8322	931.0	70% mean_signal-weighted (35K) + 30% numsamples-weighted (15K) DHS
012_dhs_signal_breadth_80_20	0.7055	0.7955	0.7747	0.7679	0.7052	0.7953	0.7309	0.6523	0.8344	0.7678	0.6923	0.6655	0.7229	0.7961	979.0	80% mean_signal-weighted (40K) + 20% numsamples-weighted (10K) DHS
