experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
001_uniform_random	0.6954	0.7848	0.7612	0.7494	0.6951	0.7853	0.6684	0.7841	0.8115	0.7564	0.6833	0.6553	0.6584	0.7851	1932.6	uniform random 50K x 200bp, 3 seeds
002_cCRE_uniform	0.7263	0.8195	0.8064	0.7605	0.7263	0.8199	0.7734	0.6880	0.8229	0.7909	0.7140	0.6928	0.7714	0.8194	1990.0	uniform sample of 50K ENCODE V4 cCREs, 200bp centered on midpoint
003_cCRE_dinuc_shuffled	0.6189	0.6989	0.6828	0.6591	0.6187	0.7012	0.6482	0.5912	0.7113	0.6735	0.6104	0.5878	0.6609	0.6991	997.0	cCREs from 002, each dinuc-shuffled via Hierholzer (composition kept, motifs destroyed)
004_motifs_in_random	0.6397	0.7237	0.6927	0.6974	0.6390	0.7238	0.6022	0.7110	0.7553	0.6969	0.6279	0.5952	0.5881	0.7245	1114.0	1-3 JASPAR motif instances embedded into uniform random 200bp scaffolds
005_random_genomic	0.6636	0.7507	0.7427	0.6932	0.6643	0.7514	0.7239	0.5581	0.7475	0.6939	0.6533	0.6386	0.7414	0.7499	1940.0	random 200bp windows from hg38 main chroms (not cCRE-selected)
006_cCRE_class_stratified	0.7368	0.8297	0.8130	0.7887	0.7367	0.8297	0.7707	0.6822	0.8574	0.7899	0.7234	0.6995	0.7661	0.8297	1946.0	equal counts per cCRE class (8 classes x 6250 each)
007_cCRE_strat_plus_random	0.7276	0.8207	0.8049	0.7767	0.7274	0.8211	0.7550	0.7016	0.8443	0.7813	0.7148	0.6915	0.7532	0.8207	2796.0	40K stratified cCREs + 10K uniform random
008_DHS_uniform	0.6914	0.7815	0.7672	0.7291	0.6915	0.7817	0.7363	0.6374	0.7889	0.7507	0.6799	0.6595	0.7388	0.7812	1027.0	uniform sample of 50K Meuleman 2020 DHS Index, 200bp centered on summit
009_DHS_filtered	0.7106	0.8024	0.7836	0.7622	0.7102	0.8023	0.7370	0.6808	0.8271	0.7851	0.6978	0.6735	0.7246	0.8029	1309.0	DHS filtered to mean_signal>=q75 AND numsamples>=5 (681K), uniform 50K, 200bp at summit
010_cCRE_TF_stratified	0.7122	0.8051	0.7885	0.7707	0.7123	0.8050	0.7384	0.6466	0.8371	0.7633	0.6994	0.6764	0.7305	0.8051	4196.0	cCRE class x JASPAR top-motif stratified (168 bins, 20 archetype TF motifs + BG), per-bin cap 320
011_cCRE_3superclass	0.7286	0.8237	0.8102	0.7740	0.7285	0.8240	0.7764	0.6924	0.8395	0.7950	0.7162	0.6961	0.7725	0.8237	4101.0	cCRE collapsed to 3 super-classes (promoter/distal/insul-tf), equal counts per super-class
012_cCRE_rare_upweight	0.7391	0.8339	0.8178	0.8004	0.7392	0.8338	0.7792	0.6919	0.8714	0.7998	0.7259	0.7026	0.7775	0.8339	4285.0	cCRE inverse-frequency: 8K each rare (PLS, CA-CTCF, CA-TF, CA-H3K4me3) + 4.5K each abundant (pELS, dELS, CA, TF)
013_cCRE_extreme_upweight	0.7477	0.8420	0.8264	0.8073	0.7476	0.8418	0.7894	0.7044	0.8790	0.8076	0.7341	0.7104	0.7799	0.8421	4200.0	cCRE extreme: 10K each rare (PLS, CA-CTCF, CA-TF, CA-H3K4me3) + 2.5K each abundant (pELS, dELS, CA, TF)
014_cCRE_rare_only	0.6856	0.7725	0.7510	0.7546	0.6856	0.7725	0.6875	0.5928	0.8188	0.7252	0.6733	0.6450	0.6802	0.7727	2237.0	rare-only: 12.5K each PLS, CA-CTCF, CA-TF, CA-H3K4me3 (no abundant classes)
015_cCRE_bracket_11_1p5	0.7391	0.8331	0.8172	0.7997	0.7389	0.8329	0.7740	0.6891	0.8693	0.8002	0.7258	0.7026	0.7680	0.8334	5577.0	cCRE bracket: 11K each rare + 1.5K each abundant (between 013 and 014)
016_cCRE_inv_sqrt_pool	0.7294	0.8231	0.8062	0.7919	0.7294	0.8232	0.7622	0.6726	0.8620	0.7831	0.7163	0.6919	0.7573	0.8233	4043.3	cCRE per-class counts proportional to 1/sqrt(pool_size): PLS=9148 CA-CTCF=5618 CA-TF=12344 CA-H3K4me3=7085 pELS=3993 dELS=1645 CA=4021 TF=6146
017_cCRE013_motif_aug	0.7200	0.8117	0.7934	0.7834	0.7197	0.8118	0.7480	0.6735	0.8525	0.7822	0.7070	0.6814	0.7368	0.8120	1312.0	013-style cCRE samples with one randomly-sampled JASPAR archetype motif inserted per sequence at random position
018_DHS_rare_component_upweight	0.6911	0.7830	0.7657	0.7391	0.6905	0.7834	0.7221	0.6753	0.8011	0.7754	0.6791	0.6571	0.7168	0.7838	2057.4	DHS Index filtered (q75 sig + 5 samples) and rare-component upweighted: 8 rare NMF components 5K each + 8 abundant 1.25K each (013 principle on DHS)
019_cCRE013_DHS_mix	0.7339	0.8286	0.8118	0.7954	0.7337	0.8287	0.7660	0.7027	0.8647	0.8042	0.7209	0.6972	0.7582	0.8288	2805.4	cCRE 013-style 25K (5K each rare + 1.25K each abundant) + filtered DHS uniform 25K (50/50 atlas mix), 200bp centered on midpoint/summit
020_cCRE013_widthfilt_noflank	0.6969	0.7861	0.7649	0.7694	0.6967	0.7862	0.7109	0.6213	0.8348	0.7457	0.6842	0.6569	0.7033	0.7865	1911.0	013 scheme but only cCREs >=200bp wide, central 200bp = pure cCRE (no flanking genomic context)
021_cCRE013_offcenter	0.7240	0.8163	0.7982	0.7862	0.7241	0.8164	0.7504	0.6606	0.8566	0.7730	0.7113	0.6858	0.7441	0.8163	2353.0	013 scheme with off-center extraction: cCRE midpoint placed at random position in window central +-50bp
022_cCRE013_randomflank	0.7447	0.8379	0.8218	0.7958	0.7446	0.8379	0.7702	0.7529	0.8651	0.8058	0.7316	0.7082	0.7683	0.8381	3469.0	013 cCREs cropped to 100bp + 50bp random hg38 flank each side; tests if flank effect is cognate content or scaffold (turns out scaffold)
023_cCRE013_50bp_core	0.7351	0.8290	0.8139	0.7772	0.7351	0.8291	0.7620	0.7649	0.8431	0.7960	0.7222	0.7009	0.7607	0.8291	1968.9	013 cCREs cropped to 50bp + 75bp random hg38 flank each side; probes minimum cognate region size (cognate-region size gradient: 200/100/50bp = 0/-0.003/-0.012)
024_cCRE013_random_mix	0.6894	0.7778	0.7570	0.7559	0.6894	0.7778	0.7038	0.6198	0.8193	0.7333	0.6770	0.6504	0.7000	0.7777	1145.4	40K cCRE 013-recipe + 10K uniform random hg38 windows mixed at sequence level; T22 strong negative — mixing label-divergent sources hurts ALL evals incl eval_08 that 022/023 chimeras helped
025_cCRE013_RCaug	0.7103	0.8017	0.7831	0.7760	0.7101	0.8017	0.7306	0.6403	0.8420	0.7588	0.6975	0.6719	0.7269	0.8018	2005.5	013 recipe but half each per-class group as reverse-complement; T23 — library-level RC aug costs ~0.043 (likely conflicts with strand-aware training/oracle)
026_cCRE013_022_dual	0.7297	0.8230	0.8059	0.7932	0.7297	0.8233	0.7577	0.7087	0.8606	0.7881	0.7170	0.6918	0.7507	0.8233	1237.0	25K full-cCRE 013-style + 25K chimeric 022-style mixed; T24 — chimeric eval_08 boost vanishes when halved, mean -0.018 vs 013 (cCRE-anchored mixing also hurts)
027_cCRE013_DHSquality	0.7432	0.8374	0.8217	0.8041	0.7429	0.8374	0.7827	0.7048	0.8766	0.8053	0.7299	0.7067	0.7726	0.8380	1283.9	013 class composition with cCREs filtered to those overlapping a quality DHS (mean_signal>=q75 AND numsamples>=5); 3/8 classes fell back unfiltered (TF cCREs only 0.2% overlap broad-active DHSs) — T25 cCRE class and DHS quality are redundant info
028_cCRE013_widthstrat	0.7115	0.8026	0.7847	0.7753	0.7114	0.8023	0.7355	0.6477	0.8441	0.7624	0.6985	0.6743	0.7272	0.8027	924.5	013 class composition with within-class width-quartile stratification (n/4 from each cCRE-width quartile) — T27 narrow cCREs are more informative per-instance, forcing equal width breadth costs 0.041
029_cCRE013_160bp_core	0.6946	0.7836	0.7643	0.7626	0.6944	0.7836	0.7037	0.6357	0.8283	0.7387	0.6817	0.6560	0.6958	0.7840	526.7	022-style chimera with 160bp cognate + 20bp random flank each side; surprise negative (mean -0.061 vs 013, eval_08 -0.069) — T28 cognate-flank ratio is non-monotone, intermediate-small flank triggers degenerate fast-converge fit (per-seed SD ≈ 0.004, time 527s)
030_cCRE013_chim_narrow	0.6990	0.7900	0.7722	0.7430	0.6987	0.7901	0.7175	0.6901	0.8055	0.7564	0.6866	0.6635	0.7134	0.7902	817.4	022-style chimera (100bp cognate + 50bp random flank each side) with cCREs filtered to narrowest ceil(N*1.10) per class — combines T22 chimera + T27 narrow-cCRE; result is anti-synergy (mean -0.050 vs 022, eval_08 -0.063) — T30 narrow extreme hurts even with chimera; T27 width has sweet spot, both extremes hurt
