baseline,size,seed,n_epochs,val_loss,train_time_s,chr7_13_gt_mean,chr7_13_gt_k562,chr7_13_gt_hepg2,chr7_13_gt_sknsh,chr7_13_gt_oracle_mean,chr7_13_gt_oracle_k562,chr7_13_gt_oracle_hepg2,chr7_13_gt_oracle_sknsh,chr19_21_X_gt_mean,chr19_21_X_gt_k562,chr19_21_X_gt_hepg2,chr19_21_X_gt_sknsh,chr19_21_X_gt_oracle_mean,chr19_21_X_gt_oracle_k562,chr19_21_X_gt_oracle_hepg2,chr19_21_X_gt_oracle_sknsh,dhs_chr7_13_mean,dhs_chr7_13_k562,dhs_chr7_13_hepg2,dhs_chr7_13_sknsh,sei_chr7_13_mean,sei_chr7_13_k562,sei_chr7_13_hepg2,sei_chr7_13_sknsh,genomic_chr7_13_mean,genomic_chr7_13_k562,genomic_chr7_13_hepg2,genomic_chr7_13_sknsh,synthetic_mean,synthetic_k562,synthetic_hepg2,synthetic_sknsh,ukbb_gtex_both_mean,ukbb_gtex_both_k562,ukbb_gtex_both_hepg2,ukbb_gtex_both_sknsh,ukbb_gtex_both_oracle_mean,ukbb_gtex_both_oracle_k562,ukbb_gtex_both_oracle_hepg2,ukbb_gtex_both_oracle_sknsh,ukbb_gtex_one_mean,ukbb_gtex_one_k562,ukbb_gtex_one_hepg2,ukbb_gtex_one_sknsh,ukbb_gtex_one_oracle_mean,ukbb_gtex_one_oracle_k562,ukbb_gtex_one_oracle_hepg2,ukbb_gtex_one_oracle_sknsh,ukbb_gtex_gt_mean,ukbb_gtex_gt_k562,ukbb_gtex_gt_hepg2,ukbb_gtex_gt_sknsh,ukbb_gtex_gt_oracle_mean,ukbb_gtex_gt_oracle_k562,ukbb_gtex_gt_oracle_hepg2,ukbb_gtex_gt_oracle_sknsh
dhs_random,10000,0,31,0.1045888479948043,100.23955292301252,0.2085115313529968,0.2937610447406769,0.1363087445497512,0.1954648047685623,0.2305695513884226,0.3320932388305664,0.1462170332670211,0.2133983820676803,0.2433885633945465,0.3664264976978302,0.1570392251014709,0.2066999673843383,0.2550479074319203,0.3871490955352783,0.1594486534595489,0.2185459733009338,0.234009583791097,0.3319265246391296,0.1540130972862243,0.216089129447937,0.2593960762023926,0.2970743477344513,0.2053712904453277,0.2757425904273987,0.2868806819121043,0.3084207773208618,0.2353126108646392,0.3169086575508117,0.1839084873596827,0.2266930937767028,0.1430361419916153,0.1819962263107299,0.2104410578807195,0.2897137701511383,0.1390139907598495,0.2025954127311706,0.235245332121849,0.3343610167503357,0.1499044746160507,0.2214705049991607,0.2194037487109502,0.2872933447360992,0.1580346077680587,0.2128832936286926,0.2473039825757344,0.333331286907196,0.1711622178554535,0.2374184429645538,0.2084604402383168,0.2935832440853119,0.1364829391241073,0.1953151375055313,0.2310296197732289,0.3322182893753052,0.1471093446016311,0.2137612253427505
dhs_random,10000,1,25,0.1032696757316589,193.70387333002876,0.4764314591884613,0.4414311051368713,0.486483484506607,0.5013797879219055,0.5406128565470377,0.4937122464179992,0.5556053519248962,0.5725209712982178,0.5313991904258728,0.5075724720954895,0.5437079071998596,0.5429171919822693,0.563511331876119,0.5360023975372314,0.5813688635826111,0.5731627345085144,0.4493282636006673,0.424359381198883,0.4561147093772888,0.4675107002258301,0.4197196265061696,0.3638184666633606,0.4397557973861694,0.4555846154689789,0.4156232873598735,0.3616352379322052,0.4261783361434936,0.4590562880039215,0.2837731093168258,0.2468272000551223,0.2872754037380218,0.3172167241573334,0.4656751255194346,0.4321266710758209,0.4773006737232208,0.4875980317592621,0.5390813648700714,0.4922130405902862,0.5551925301551819,0.5698385238647461,0.4337489902973175,0.401597648859024,0.444366455078125,0.4552828669548034,0.5062294999758402,0.4608168601989746,0.5217218399047852,0.536149799823761,0.4770692686239878,0.4416188895702362,0.4870624542236328,0.5025264620780945,0.5407875080903372,0.4937733709812164,0.5556976795196533,0.5728914737701416
dhs_random,10000,1,25,0.1032696757316589,192.96680359891616,0.4764314591884613,0.4414311051368713,0.486483484506607,0.5013797879219055,0.5406128565470377,0.4937122464179992,0.5556053519248962,0.5725209712982178,0.5313991904258728,0.5075724720954895,0.5437079071998596,0.5429171919822693,0.563511331876119,0.5360023975372314,0.5813688635826111,0.5731627345085144,0.4493282636006673,0.424359381198883,0.4561147093772888,0.4675107002258301,0.4197196265061696,0.3638184666633606,0.4397557973861694,0.4555846154689789,0.4156232873598735,0.3616352379322052,0.4261783361434936,0.4590562880039215,0.2837731093168258,0.2468272000551223,0.2872754037380218,0.3172167241573334,0.4656751255194346,0.4321266710758209,0.4773006737232208,0.4875980317592621,0.5390813648700714,0.4922130405902862,0.5551925301551819,0.5698385238647461,0.4337489902973175,0.401597648859024,0.444366455078125,0.4552828669548034,0.5062294999758402,0.4608168601989746,0.5217218399047852,0.536149799823761,0.4770692686239878,0.4416188895702362,0.4870624542236328,0.5025264620780945,0.5407875080903372,0.4937733709812164,0.5556976795196533,0.5728914737701416
dhs_random,10000,2,39,0.0985073698759079,121.59012814890592,0.4031793077786763,0.390460342168808,0.4315708875656128,0.3875066936016083,0.4526809652646382,0.4393443465232849,0.4871087074279785,0.4315898418426513,0.438144455353419,0.4353867471218109,0.463918924331665,0.415127694606781,0.4660039047400157,0.459596574306488,0.4963699579238891,0.4420451819896698,0.4181102514266968,0.4032936096191406,0.4429789185523987,0.408058226108551,0.3870490292708079,0.3567962348461151,0.4162561297416687,0.3880947232246399,0.4010934631029765,0.3650261163711548,0.4194926023483276,0.418761670589447,0.273248682419459,0.2586610317230224,0.2712776064872741,0.2898074090480804,0.3999711275100708,0.3854685127735138,0.4283203184604645,0.3861245512962341,0.4562285244464874,0.4410998225212097,0.4911933243274688,0.4363924264907837,0.3804022868474324,0.367423415184021,0.4059018492698669,0.3678815960884094,0.4387953778107961,0.4223560988903045,0.4723273515701294,0.4217026829719543,0.4024235208829244,0.3892151713371277,0.4311715960502624,0.386883795261383,0.4514861404895782,0.4382204115390777,0.4861476421356201,0.4300903677940368
dhs_random,10000,3,38,0.1039015212059021,112.97797661507502,0.4549270470937093,0.4355831742286682,0.4529803395271301,0.4762176275253296,0.5159942110379537,0.4896690845489502,0.5156769752502441,0.5426365733146667,0.5212451616923014,0.5192118883132935,0.5150855779647827,0.5294380187988281,0.5547244548797607,0.5482810139656067,0.5531399846076965,0.562752366065979,0.4608451028664906,0.4460247159004211,0.4608049690723419,0.475705623626709,0.3981356918811798,0.3780626058578491,0.4095527827739715,0.4067916870117187,0.3850752711296081,0.3649549484252929,0.3937616646289825,0.3965092003345489,0.2806621491909027,0.2527767717838287,0.2753384411334991,0.3138712346553802,0.446259061495463,0.4259034991264343,0.4467336535453796,0.4661400318145752,0.5159850021203359,0.4879888594150543,0.51690673828125,0.5430594086647034,0.4136102100213368,0.3926214575767517,0.4150334000587463,0.4331757724285126,0.4829047918319702,0.4523473978042602,0.4864364862442016,0.5099304914474487,0.4552603165308634,0.4357326328754425,0.453186422586441,0.4768618941307068,0.5158965786298116,0.4899802207946777,0.5150374174118042,0.5426720976829529
dhs_random,10000,4,30,0.0993913630247116,329.8232098589652,0.4209380149841308,0.4233276546001434,0.4244917631149292,0.4149946272373199,0.4769819279511769,0.4774430990219116,0.483294278383255,0.4702084064483642,0.4760166605313619,0.4833908677101135,0.4840225875377655,0.4606365263462066,0.5034458935260773,0.509527325630188,0.5134695172309875,0.4873408377170563,0.4266227086385091,0.4368227124214172,0.4165259301662445,0.4265194833278656,0.3831408222516377,0.358237087726593,0.3842365145683288,0.4069488644599914,0.3869937360286712,0.3514094650745392,0.3882224261760711,0.4213493168354034,0.2634684493144353,0.2635453939437866,0.2406628578901291,0.2861970961093902,0.4152425825595855,0.4162308275699615,0.4191082119941711,0.410388708114624,0.4785005748271942,0.4772666394710541,0.4843106567859649,0.4739244282245636,0.3937997023264567,0.3910190463066101,0.3967887163162231,0.3935913443565368,0.4581857124964396,0.4505863785743713,0.4641653895378113,0.4598053693771362,0.4209150671958923,0.4231093227863312,0.4247105717658996,0.4149253070354461,0.4766947428385417,0.4774263799190521,0.4828591048717499,0.469798743724823
dhs_random,25000,0,45,0.093645979809761,247.4264447935857,0.4919216434160868,0.4551833271980285,0.5074812769889832,0.5131003260612488,0.5526267886161804,0.509395956993103,0.5731613039970398,0.5753231048583984,0.5480910142262777,0.5266808271408081,0.559718132019043,0.5578740835189819,0.5834498008092245,0.561165988445282,0.5967636704444885,0.5924197435379028,0.5134655932585398,0.4971838891506195,0.5121986865997314,0.5310142040252686,0.484822412331899,0.4479275345802307,0.491836667060852,0.5147030353546143,0.4954425692558288,0.4492225646972656,0.5049814581871033,0.5321236848831177,0.3618259827295939,0.3500629663467407,0.3454527854919433,0.3899621963500976,0.485456109046936,0.449721097946167,0.5007797479629517,0.5058674812316895,0.554315189520518,0.5112291574478149,0.574297308921814,0.577419102191925,0.463807076215744,0.4307078719139099,0.4770676493644714,0.4836457073688507,0.535489559173584,0.4944702982902527,0.5523812770843506,0.5596171021461487,0.492077092329661,0.4546026587486267,0.5080494284629822,0.5135791897773743,0.5525248646736145,0.5092463493347168,0.5731117725372314,0.5752164721488953
dhs_random,25000,1,96,0.0902858412027359,1048.1334245039616,0.561827540397644,0.5400077700614929,0.5622602105140686,0.5832146406173706,0.6310193538665771,0.6049622893333435,0.6316335797309875,0.6564621925354004,0.604449450969696,0.5980370044708252,0.6021742224693298,0.6131371259689331,0.6464007099469503,0.637466549873352,0.6486507654190063,0.6530848145484924,0.5752717653910319,0.5714185833930969,0.5629270076751709,0.5914697051048279,0.5579609672228495,0.5420413613319397,0.5530763268470764,0.5787652134895325,0.5564164121945699,0.5294357538223267,0.553689181804657,0.5861243009567261,0.4197935660680135,0.4145295023918152,0.4063326418399811,0.4385185539722442,0.5537761251131693,0.5327358841896057,0.5542540550231934,0.574338436126709,0.6330581704775492,0.6061649322509766,0.6335057020187378,0.6595038771629333,0.5281158288319906,0.5102317333221436,0.5268563032150269,0.5472594499588013,0.6100053389867147,0.5842317938804626,0.6095036864280701,0.6362805366516113,0.562639077504476,0.540088951587677,0.563000500202179,0.5848277807235718,0.6315899093945821,0.6052547693252563,0.632060706615448,0.657454252243042
dhs_random,25000,1,96,0.0902858412027359,1044.7597429989837,0.561827540397644,0.5400077700614929,0.5622602105140686,0.5832146406173706,0.6310193538665771,0.6049622893333435,0.6316335797309875,0.6564621925354004,0.604449450969696,0.5980370044708252,0.6021742224693298,0.6131371259689331,0.6464007099469503,0.637466549873352,0.6486507654190063,0.6530848145484924,0.5752717653910319,0.5714185833930969,0.5629270076751709,0.5914697051048279,0.5579609672228495,0.5420413613319397,0.5530763268470764,0.5787652134895325,0.5564164121945699,0.5294357538223267,0.553689181804657,0.5861243009567261,0.4197935660680135,0.4145295023918152,0.4063326418399811,0.4385185539722442,0.5537761251131693,0.5327358841896057,0.5542540550231934,0.574338436126709,0.6330581704775492,0.6061649322509766,0.6335057020187378,0.6595038771629333,0.5281158288319906,0.5102317333221436,0.5268563032150269,0.5472594499588013,0.6100053389867147,0.5842317938804626,0.6095036864280701,0.6362805366516113,0.562639077504476,0.540088951587677,0.563000500202179,0.5848277807235718,0.6315899093945821,0.6052547693252563,0.632060706615448,0.657454252243042
dhs_random,25000,2,37,0.1023676578998565,216.5875923121348,0.5216392576694489,0.4749461114406585,0.536361813545227,0.5536098480224609,0.5900331139564514,0.5305942893028259,0.6101592779159546,0.6293457746505737,0.5721181829770406,0.5461108684539795,0.5853824615478516,0.5848612189292908,0.6132869521776835,0.579596757888794,0.6327927112579346,0.627471387386322,0.5298562149206797,0.4956269562244415,0.5352290272712708,0.5587126612663269,0.5023164550463358,0.4419705867767334,0.522143542766571,0.5428352355957031,0.4899709622065226,0.4102768898010254,0.5128671526908875,0.546768844127655,0.3725302716096242,0.357689768075943,0.3650187849998474,0.3948822617530823,0.5132319927215576,0.4673632979393005,0.5287386178970337,0.5435940623283386,0.5908769369125366,0.5309857130050659,0.6110928058624268,0.6305522918701172,0.484279066324234,0.4388735890388489,0.4987790882587433,0.5151845216751099,0.5622375806172689,0.5003918409347534,0.5826627016067505,0.6036581993103027,0.5226029753684998,0.4757938981056213,0.5372254252433777,0.5547896027565002,0.590641717116038,0.5316200256347656,0.610458493232727,0.6298466324806213
